date,state,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80
1/1/2022,Johor,426,44,437,5118,89,121,2,285,18,65,19,306,36,31,34,19,87,110,74,35,24,8,4
1/1/2022,Kedah,254,32,197,1771,19,74,0,154,26,52,13,147,37,13,39,13,57,42,24,24,30,5,2
1/1/2022,Kelantan,350,36,317,3520,1,98,4,220,28,63,18,220,48,28,35,18,87,63,43,27,27,18,3
1/1/2022,Melaka,182,9,89,1398,38,29,1,137,15,20,6,145,11,11,9,6,52,53,29,11,6,4,1
1/1/2022,Negeri Sembilan,97,27,121,1421,0,15,1,64,17,7,1,71,18,2,5,1,18,24,12,17,11,7,0
1/1/2022,Pahang,268,15,183,2622,13,57,0,193,18,43,20,172,33,19,24,20,67,52,35,18,24,6,3
1/1/2022,Perak,164,37,272,1697,6,22,0,116,26,10,4,101,49,2,8,4,22,29,24,26,30,15,4
1/1/2022,Perlis,22,0,23,250,0,2,0,18,2,1,0,18,3,0,1,0,6,5,3,4,3,0,0
1/1/2022,Pulau Pinang,206,9,93,2310,10,34,1,141,30,25,11,147,23,5,20,11,47,48,28,24,17,3,3
1/1/2022,Sabah,264,8,150,4598,20,64,1,176,23,39,12,178,34,16,23,12,63,51,37,27,17,13,4
1/1/2022,Sarawak,24,1,40,219,0,3,2,12,7,2,1,19,2,1,1,1,2,8,5,4,2,0,0
1/1/2022,Selangor,786,57,1106,10344,15,178,4,542,62,121,33,534,64,45,76,33,196,172,96,70,40,16,8
1/1/2022,Terengganu,130,22,262,2331,0,24,0,92,14,15,4,85,26,11,4,4,20,28,21,16,15,9,2
1/1/2022,W.P. Kuala Lumpur,191,38,224,2994,0,45,0,126,20,29,8,136,18,11,18,8,52,42,27,15,14,4,0
1/1/2022,W.P. Labuan,2,0,3,44,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
1/1/2022,W.P. Putrajaya,20,11,30,397,0,2,0,15,3,1,0,16,3,0,1,0,2,7,4,3,3,0,0
2/1/2022,Johor,407,30,0,5522,60,97,0,300,10,60,24,278,45,21,39,24,87,106,51,34,32,10,3
2/1/2022,Kedah,225,45,216,1779,5,47,0,155,23,40,8,144,33,12,28,8,37,49,23,35,21,10,2
2/1/2022,Kelantan,275,33,402,3392,10,58,5,191,21,41,9,184,38,17,24,9,59,53,39,33,25,11,2
2/1/2022,Melaka,148,16,116,1430,2,44,0,84,20,36,7,85,20,13,23,7,26,29,17,13,16,2,2
2/1/2022,Negeri Sembilan,89,17,123,1386,1,11,2,64,12,7,1,64,17,2,5,1,20,20,13,11,10,7,0
2/1/2022,Pahang,203,11,121,2704,15,58,2,127,16,39,13,133,18,12,27,13,48,48,21,16,8,8,2
2/1/2022,Perak,149,29,164,1682,2,19,1,105,24,10,3,96,40,3,7,3,21,27,22,26,23,12,5
2/1/2022,Perlis,13,5,15,248,0,2,0,11,0,0,1,8,4,0,0,1,3,0,3,2,4,0,0
2/1/2022,Pulau Pinang,166,11,480,1996,1,37,1,111,17,24,12,102,28,7,17,12,39,25,20,18,14,8,6
2/1/2022,Sabah,165,20,103,4658,0,45,1,108,11,30,4,103,27,13,17,4,46,26,16,15,17,6,4
2/1/2022,Sarawak,17,0,30,206,0,2,1,9,5,1,0,14,2,0,1,0,3,5,2,4,1,0,1
2/1/2022,Selangor,734,63,909,10164,7,109,3,570,52,86,35,544,67,35,51,35,195,171,118,60,47,18,2
2/1/2022,Terengganu,122,17,407,2041,0,15,0,96,11,8,2,93,19,4,4,2,34,30,12,17,12,5,2
2/1/2022,W.P. Kuala Lumpur,135,28,182,2946,0,33,2,84,16,15,2,106,12,4,11,2,42,43,12,9,11,0,1
2/1/2022,W.P. Labuan,15,5,3,56,0,2,0,11,2,2,0,12,1,0,2,0,4,3,2,3,1,0,0
2/1/2022,W.P. Putrajaya,19,3,20,396,0,4,0,13,2,2,2,14,1,1,1,2,2,8,3,1,1,0,0
3/1/2022,Johor,329,47,455,5394,8,86,2,215,26,52,18,208,51,20,32,18,65,62,29,52,32,16,3
3/1/2022,Kedah,254,19,257,1775,0,60,5,165,24,50,19,150,35,16,34,19,57,46,23,24,25,7,3
3/1/2022,Kelantan,272,37,425,3236,7,59,0,180,33,37,13,176,46,20,17,13,51,51,37,37,28,15,3
3/1/2022,Melaka,121,12,326,1224,3,25,0,75,21,21,5,80,15,8,13,5,30,20,18,12,11,3,1
3/1/2022,Negeri Sembilan,71,17,103,1354,3,7,1,51,12,5,6,45,15,3,2,6,17,16,4,8,11,3,1
3/1/2022,Pahang,158,7,138,2722,20,36,0,113,9,27,10,102,19,10,17,10,42,27,17,16,12,3,4
3/1/2022,Perak,112,18,165,1625,2,12,0,86,14,6,6,65,35,2,4,6,14,14,16,21,21,9,5
3/1/2022,Perlis,12,8,14,246,0,0,0,12,0,0,0,11,1,0,0,0,1,3,3,4,1,0,0
3/1/2022,Pulau Pinang,160,15,269,1881,3,18,1,117,24,13,6,108,33,6,7,6,30,36,25,17,19,10,4
3/1/2022,Sabah,161,17,507,4310,6,37,2,108,14,21,11,106,23,11,10,11,40,28,22,16,14,5,4
3/1/2022,Sarawak,12,0,25,192,0,4,0,6,2,1,3,3,5,1,0,3,0,1,2,0,2,2,1
3/1/2022,Selangor,673,58,394,10438,3,128,5,481,59,77,24,498,60,31,46,24,180,162,89,67,43,14,3
3/1/2022,Terengganu,173,6,247,1966,0,35,0,125,13,20,4,123,26,11,9,4,45,35,22,21,16,10,0
3/1/2022,W.P. Kuala Lumpur,167,35,181,2932,0,28,4,117,18,17,10,128,12,12,5,10,45,42,30,11,9,3,0
3/1/2022,W.P. Labuan,2,0,2,56,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
3/1/2022,W.P. Putrajaya,13,4,27,382,0,2,0,9,2,1,0,12,0,0,1,0,0,7,4,1,0,0,0
4/1/2022,Johor,284,37,33,5642,0,78,1,183,22,48,10,188,38,13,35,10,64,55,33,36,24,10,4
4/1/2022,Kedah,237,14,185,1824,3,57,2,155,23,42,13,145,37,13,29,13,54,41,29,21,25,11,1
4/1/2022,Kelantan,397,17,338,3292,2,129,2,244,22,95,29,224,49,39,56,29,75,67,39,43,34,10,5
4/1/2022,Melaka,105,8,80,1249,3,36,0,58,11,29,3,60,13,8,21,3,15,20,17,8,7,5,1
4/1/2022,Negeri Sembilan,117,19,84,1386,0,18,0,86,13,11,6,88,12,3,8,6,36,20,11,21,6,5,1
4/1/2022,Pahang,146,8,317,2549,3,33,1,100,12,21,11,98,16,9,12,11,36,33,17,12,8,6,2
4/1/2022,Perak,101,13,142,1581,16,26,1,58,16,10,7,56,28,3,7,7,19,12,17,8,19,6,3
4/1/2022,Perlis,45,25,22,269,0,4,0,33,8,4,0,33,8,1,3,0,8,7,7,11,6,2,0
4/1/2022,Pulau Pinang,230,22,339,1770,2,49,0,149,32,39,6,154,31,9,30,6,39,43,39,33,15,11,5
4/1/2022,Sabah,258,9,102,4463,0,66,2,176,14,42,18,172,25,12,30,18,57,49,36,30,16,3,6
4/1/2022,Sarawak,24,1,31,185,0,3,0,14,7,0,1,16,7,0,0,1,4,6,4,2,5,2,0
4/1/2022,Selangor,514,85,740,10203,0,83,5,383,43,45,25,373,58,22,23,25,133,114,73,53,37,17,4
4/1/2022,Terengganu,138,5,155,1948,0,29,0,97,12,17,3,97,21,8,9,3,25,37,17,18,7,11,3
4/1/2022,W.P. Kuala Lumpur,206,64,255,2882,0,49,0,126,31,32,6,144,24,12,20,6,49,44,31,20,13,9,2
4/1/2022,W.P. Labuan,5,0,4,57,4,0,0,3,2,0,0,5,0,0,0,0,4,1,0,0,0,0,0
4/1/2022,W.P. Putrajaya,35,5,35,382,0,13,0,17,5,11,1,22,1,2,9,1,7,6,7,2,0,1,0
5/1/2022,Johor,344,31,111,5875,12,91,0,231,22,61,20,225,38,25,36,20,73,64,42,46,26,8,4
5/1/2022,Kedah,174,12,274,1722,0,43,0,114,17,34,9,109,22,15,19,9,33,29,22,25,13,9,0
5/1/2022,Kelantan,327,24,383,3235,3,67,1,232,27,49,18,212,48,15,34,18,76,65,44,27,28,17,3
5/1/2022,Melaka,74,1,89,1232,1,19,0,40,15,17,2,47,8,7,10,2,22,12,4,9,4,3,1
5/1/2022,Negeri Sembilan,181,20,104,1463,0,37,2,128,14,25,19,108,29,13,12,19,26,46,22,14,19,9,1
5/1/2022,Pahang,153,10,281,2418,5,27,0,115,11,20,1,116,16,11,9,1,28,53,23,12,10,6,0
5/1/2022,Perak,122,8,148,1552,17,20,0,88,14,7,0,64,51,3,4,0,11,22,12,19,29,15,7
5/1/2022,Perlis,25,8,20,274,0,3,0,18,4,3,0,22,0,0,3,0,8,4,4,6,0,0,0
5/1/2022,Pulau Pinang,222,13,276,1716,9,51,1,152,18,31,14,144,33,11,20,14,54,39,30,21,18,11,4
5/1/2022,Sabah,280,2,112,4630,2,83,0,166,31,46,20,174,38,13,33,20,57,60,26,31,21,17,0
5/1/2022,Sarawak,47,0,24,208,0,10,0,22,15,6,5,25,11,1,5,5,10,6,2,7,6,4,1
5/1/2022,Selangor,908,44,906,10202,9,174,6,656,72,119,37,640,101,45,74,37,235,216,107,82,67,28,6
5/1/2022,Terengganu,128,2,168,1907,0,25,1,84,18,10,2,90,26,7,3,2,22,27,22,19,13,7,6
5/1/2022,W.P. Kuala Lumpur,245,70,276,2849,0,47,5,166,27,22,6,195,22,8,14,6,62,76,35,22,18,2,2
5/1/2022,W.P. Labuan,15,5,5,67,3,3,0,9,3,3,1,10,1,0,3,1,2,4,3,1,0,1,0
5/1/2022,W.P. Putrajaya,25,2,18,389,0,5,0,16,4,4,4,16,1,0,4,4,4,3,6,3,1,0,0
6/1/2022,Johor,410,24,394,5888,23,114,1,270,25,72,23,275,39,23,49,23,90,88,55,42,22,14,3
6/1/2022,Kedah,217,16,242,1697,5,59,1,132,25,47,15,122,33,19,28,15,39,36,23,24,22,8,3
6/1/2022,Kelantan,296,27,336,3193,7,77,1,195,23,50,26,181,39,14,36,26,66,47,36,32,23,14,2
6/1/2022,Melaka,168,10,200,1199,10,47,2,103,16,33,12,112,11,12,21,12,54,32,13,13,7,4,0
6/1/2022,Negeri Sembilan,160,24,166,1456,5,38,0,100,22,27,9,96,28,10,17,9,33,27,20,16,21,5,2
6/1/2022,Pahang,260,15,209,2467,24,69,0,179,12,56,18,160,26,21,35,18,52,57,24,27,14,7,5
6/1/2022,Perak,166,15,137,1580,7,24,2,119,21,12,7,114,33,5,7,7,32,26,25,31,22,8,3
6/1/2022,Perlis,21,4,25,270,0,8,0,12,1,5,1,9,6,1,4,1,4,3,2,0,3,3,0
6/1/2022,Pulau Pinang,222,16,188,1749,7,34,1,165,22,24,6,151,41,13,11,6,58,46,30,17,26,12,3
6/1/2022,Sabah,245,3,215,4658,0,66,3,158,18,44,16,155,30,20,24,16,56,53,24,22,21,5,4
6/1/2022,Sarawak,19,0,35,192,0,4,0,11,4,3,0,12,4,1,2,0,3,4,1,4,3,1,0
6/1/2022,Selangor,919,110,942,10175,20,156,3,673,87,90,38,678,105,37,53,38,240,234,118,86,81,21,3
6/1/2022,Terengganu,153,15,158,1900,0,30,2,107,14,19,6,109,19,11,8,6,28,37,25,19,13,5,1
6/1/2022,W.P. Kuala Lumpur,229,76,202,2876,0,39,2,161,27,22,5,177,25,5,17,5,59,64,31,23,15,7,3
6/1/2022,W.P. Labuan,20,0,4,83,3,5,0,15,0,4,3,13,0,2,2,3,5,4,2,2,0,0,0
6/1/2022,W.P. Putrajaya,38,9,31,396,0,7,0,28,3,6,5,23,4,3,3,5,4,7,5,7,3,0,1
7/1/2022,Johor,299,15,290,5893,2,82,0,191,26,56,16,191,36,18,38,16,73,50,36,32,22,11,3
7/1/2022,Kedah,216,15,236,1675,0,56,1,140,19,51,14,127,23,16,35,14,46,34,25,22,14,4,5
7/1/2022,Kelantan,385,21,464,3114,6,86,3,257,39,59,36,250,39,16,43,36,79,71,56,44,27,9,3
7/1/2022,Melaka,141,4,181,1159,18,32,1,84,24,25,5,102,8,12,13,5,57,22,13,10,6,2,0
7/1/2022,Negeri Sembilan,172,31,144,1484,1,45,2,101,24,38,14,106,14,14,24,14,32,34,20,20,10,3,1
7/1/2022,Pahang,226,7,310,2383,18,44,2,156,24,36,16,146,28,15,21,16,42,49,28,27,16,9,3
7/1/2022,Perak,161,28,150,1590,5,23,1,115,22,13,2,104,42,11,2,2,30,26,21,27,23,10,9
7/1/2022,Perlis,14,2,22,261,0,3,0,10,1,2,0,10,2,2,0,0,1,5,2,2,1,1,0
7/1/2022,Pulau Pinang,219,14,226,1741,6,42,1,153,23,34,12,152,21,16,18,12,53,44,29,26,16,5,0
7/1/2022,Sabah,242,7,170,4727,3,66,0,161,15,45,15,152,30,17,28,15,47,46,35,24,23,3,4
7/1/2022,Sarawak,18,0,17,192,0,4,0,4,10,3,0,13,2,1,2,0,3,5,5,0,1,1,0
7/1/2022,Selangor,879,87,854,10198,3,173,4,597,105,133,28,614,91,51,82,28,213,211,121,69,58,21,12
7/1/2022,Terengganu,94,4,141,1852,0,21,0,63,10,16,1,58,19,10,6,1,16,23,15,4,9,8,2
7/1/2022,W.P. Kuala Lumpur,271,82,207,2940,5,51,2,173,45,32,13,200,26,10,22,13,64,75,35,26,17,9,0
7/1/2022,W.P. Labuan,14,0,10,87,0,6,0,7,1,6,0,8,0,1,5,0,2,2,3,1,0,0,0
7/1/2022,W.P. Putrajaya,30,2,25,401,5,9,0,18,3,7,5,16,2,3,4,5,3,8,3,2,2,0,0
8/1/2022,Johor,376,22,264,6005,2,94,2,245,35,67,21,231,57,19,48,21,77,77,40,37,43,12,2
8/1/2022,Kedah,187,5,260,1602,5,52,1,118,16,34,12,118,22,12,22,12,34,39,31,14,16,4,2
8/1/2022,Kelantan,326,9,473,2966,6,93,2,205,26,66,28,182,49,14,52,28,56,59,31,36,27,16,6
8/1/2022,Melaka,199,7,188,1170,8,59,5,107,28,37,11,126,24,15,22,11,44,46,21,15,16,5,3
8/1/2022,Negeri Sembilan,139,10,114,1509,0,21,1,101,16,11,5,104,19,5,6,5,40,32,14,18,12,5,2
8/1/2022,Pahang,219,8,163,2439,12,53,1,147,18,40,8,139,32,11,29,8,42,48,29,20,19,11,2
8/1/2022,Perak,132,7,139,1582,7,26,0,91,15,9,3,85,31,4,5,3,19,33,14,19,19,11,1
8/1/2022,Perlis,20,0,27,254,0,3,0,17,0,3,0,13,4,1,2,0,1,7,2,3,3,0,1
8/1/2022,Pulau Pinang,169,9,218,1692,5,29,1,121,18,22,9,118,19,9,13,9,47,35,20,16,10,6,3
8/1/2022,Sabah,199,3,160,4765,0,51,1,126,21,30,11,137,21,11,19,11,37,46,30,24,15,3,3
8/1/2022,Sarawak,15,0,27,179,0,5,0,4,6,3,1,7,4,3,0,1,2,2,1,2,3,0,1
8/1/2022,Selangor,871,91,796,10267,58,155,1,635,80,102,33,655,68,36,66,33,260,207,97,91,36,30,2
8/1/2022,Terengganu,79,2,144,1786,0,20,0,57,2,9,3,58,9,5,4,3,15,32,5,6,5,3,1
8/1/2022,W.P. Kuala Lumpur,301,124,153,3088,0,44,2,196,59,32,11,210,48,13,19,11,70,67,39,34,33,14,1
8/1/2022,W.P. Labuan,5,0,10,82,0,2,0,3,0,2,0,3,0,2,0,0,3,0,0,0,0,0,0
8/1/2022,W.P. Putrajaya,14,2,25,390,0,2,0,11,1,0,0,14,0,0,0,0,4,8,2,0,0,0,0
9/1/2022,Johor,326,12,155,6175,6,66,0,225,35,46,14,227,39,19,27,14,77,57,55,38,30,7,2
9/1/2022,Kedah,223,5,245,1576,2,50,1,149,23,43,9,145,26,9,34,9,42,41,29,33,15,8,3
9/1/2022,Kelantan,195,9,372,2786,2,50,0,126,19,37,21,120,17,15,22,21,37,34,25,24,13,2,2
9/1/2022,Melaka,139,5,82,1226,16,35,3,88,13,28,14,87,10,11,17,14,41,29,9,8,7,3,0
9/1/2022,Negeri Sembilan,158,39,122,1545,0,19,1,109,29,16,8,103,31,5,11,8,22,30,22,29,27,4,0
9/1/2022,Pahang,148,7,174,2413,2,29,1,101,17,18,6,100,24,8,10,6,30,36,17,17,13,9,2
9/1/2022,Perak,121,17,128,1573,20,36,2,66,17,29,3,74,15,11,18,3,28,18,17,11,10,4,1
9/1/2022,Perlis,8,0,9,253,0,0,0,7,1,0,0,5,3,0,0,0,1,3,1,0,2,1,0
9/1/2022,Pulau Pinang,186,8,196,1681,2,46,0,126,14,34,14,110,28,13,21,14,38,31,25,16,18,8,2
9/1/2022,Sabah,198,1,175,4787,0,37,2,140,19,27,13,141,17,5,22,13,58,58,16,9,13,4,0
9/1/2022,Sarawak,22,0,26,175,0,0,0,18,4,0,0,12,10,0,0,0,0,0,0,12,10,0,0
9/1/2022,Selangor,770,81,654,10382,2,133,3,539,95,108,34,538,80,42,66,34,193,171,106,68,49,26,5
9/1/2022,Terengganu,90,7,209,1659,0,20,1,54,15,17,8,62,3,8,9,8,18,19,16,9,3,0,0
9/1/2022,W.P. Kuala Lumpur,272,129,144,3215,0,29,1,201,41,20,14,198,40,6,14,14,55,68,39,36,31,8,1
9/1/2022,W.P. Labuan,18,1,3,97,0,5,0,12,1,5,2,11,0,3,2,2,4,5,1,1,0,0,0
9/1/2022,W.P. Putrajaya,14,2,20,384,0,2,0,9,3,2,0,12,0,0,2,0,3,9,0,0,0,0,0
10/1/2022,Johor,278,19,390,6059,44,52,0,207,19,33,4,176,65,11,22,4,63,46,31,36,26,19,20
10/1/2022,Kedah,265,5,208,1630,0,81,0,168,16,64,28,144,29,20,44,28,46,38,32,28,23,4,2
10/1/2022,Kelantan,197,2,374,2608,0,59,2,125,11,54,11,109,23,13,41,11,37,27,32,13,12,9,2
10/1/2022,Melaka,123,4,61,1287,1,28,0,77,18,22,9,81,11,12,10,9,44,20,8,9,11,0,0
10/1/2022,Negeri Sembilan,83,28,125,1503,0,6,1,61,15,5,6,66,6,0,5,6,18,22,10,16,4,1,1
10/1/2022,Pahang,193,4,175,2429,4,44,2,120,27,35,15,111,32,13,22,15,39,34,22,16,9,12,11
10/1/2022,Perak,116,4,123,1565,8,19,0,89,8,10,6,72,28,5,5,6,24,19,16,13,17,9,2
10/1/2022,Perlis,2,0,17,238,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0
10/1/2022,Pulau Pinang,165,15,260,1586,2,50,1,99,15,42,15,95,13,18,24,15,34,30,18,13,7,6,0
10/1/2022,Sabah,161,5,219,4729,6,42,1,106,12,27,16,90,27,12,15,16,17,32,23,18,17,5,5
10/1/2022,Sarawak,7,0,20,162,0,2,0,5,0,1,0,1,5,1,0,0,1,0,0,0,2,2,1
10/1/2022,Selangor,666,96,577,10468,8,117,6,460,83,79,33,479,59,28,51,33,169,152,93,65,39,14,6
10/1/2022,Terengganu,88,8,102,1643,0,16,3,59,10,13,1,65,9,11,2,1,16,19,14,16,7,2,0
10/1/2022,W.P. Kuala Lumpur,262,143,138,3338,0,49,2,158,53,30,12,195,23,13,17,12,55,65,42,33,16,7,0
10/1/2022,W.P. Labuan,5,0,8,94,0,1,0,3,1,1,2,1,1,0,1,2,0,1,0,0,1,0,0
10/1/2022,W.P. Putrajaya,30,5,11,403,0,4,0,19,7,3,2,23,2,0,3,2,6,5,10,2,1,1,0
11/1/2022,Johor,318,18,127,6246,23,71,3,217,27,54,21,213,30,15,39,21,71,68,43,31,20,8,2
11/1/2022,Kedah,260,3,290,1600,53,66,1,174,19,43,54,143,20,9,34,54,59,44,23,17,13,5,2
11/1/2022,Kelantan,393,5,240,2760,16,109,2,257,25,91,35,212,55,36,55,35,81,61,38,32,31,19,5
11/1/2022,Melaka,186,6,217,1255,60,44,0,118,24,21,9,135,21,8,13,9,67,39,10,19,13,6,2
11/1/2022,Negeri Sembilan,151,4,103,1550,0,30,1,103,17,23,13,99,16,6,17,13,39,24,21,15,11,3,2
11/1/2022,Pahang,178,6,285,2321,4,36,2,124,16,23,10,121,22,11,12,10,46,39,18,18,12,7,3
11/1/2022,Perak,113,8,139,1539,2,16,1,86,10,9,6,72,26,6,3,6,21,16,17,18,18,7,1
11/1/2022,Perlis,12,0,18,232,0,0,0,10,2,0,0,9,3,0,0,0,0,3,2,4,2,1,0
11/1/2022,Pulau Pinang,197,6,170,1613,0,46,1,127,23,36,16,126,19,13,23,16,50,37,24,15,11,7,1
11/1/2022,Sabah,253,1,288,4691,0,72,1,164,16,48,21,158,26,18,30,21,59,48,30,21,14,7,5
11/1/2022,Sarawak,22,0,20,164,0,9,0,5,8,7,1,10,4,5,2,1,1,2,3,4,2,2,0
11/1/2022,Selangor,662,79,709,10412,12,131,3,454,74,97,25,468,60,29,68,25,182,152,86,48,38,18,4
11/1/2022,Terengganu,88,3,129,1598,0,13,1,67,7,10,3,62,13,7,3,3,14,25,9,14,8,5,0
11/1/2022,W.P. Kuala Lumpur,290,129,215,3410,0,45,1,182,62,29,13,218,29,13,16,13,74,70,44,30,22,4,3
11/1/2022,W.P. Labuan,6,0,7,93,0,2,0,1,3,1,1,4,0,1,0,1,2,1,1,0,0,0,0
11/1/2022,W.P. Putrajaya,46,4,20,429,1,13,0,25,8,11,3,30,2,3,8,3,6,11,7,6,0,2,0
12/1/2022,Johor,417,16,433,6228,40,106,2,274,35,80,19,276,42,29,51,19,92,95,44,45,29,11,2
12/1/2022,Kedah,183,4,230,1553,17,54,2,110,17,36,17,104,24,11,25,17,40,39,16,9,16,6,2
12/1/2022,Kelantan,197,1,273,2682,0,50,4,125,18,34,12,125,26,10,24,12,49,33,12,31,14,8,4
12/1/2022,Melaka,76,2,114,1217,22,13,4,45,14,8,3,62,3,2,6,3,25,22,9,6,2,1,0
12/1/2022,Negeri Sembilan,106,2,111,1544,0,29,1,59,17,20,7,63,16,5,15,7,26,20,11,6,10,4,2
12/1/2022,Pahang,210,6,270,2257,8,56,1,135,18,42,23,119,26,16,26,23,38,41,28,12,18,7,1
12/1/2022,Perak,141,13,122,1556,3,29,1,92,19,18,3,83,37,8,10,3,21,24,20,18,20,13,4
12/1/2022,Perlis,13,0,14,231,0,4,0,9,0,4,0,8,1,1,3,0,2,4,1,1,1,0,0
12/1/2022,Pulau Pinang,179,3,156,1636,0,46,1,120,12,40,12,115,12,10,30,12,53,19,24,19,11,1,0
12/1/2022,Sabah,280,2,119,4851,25,74,5,184,17,47,22,181,30,19,28,22,61,52,44,24,16,8,6
12/1/2022,Sarawak,23,0,25,162,0,5,0,11,7,5,3,13,2,2,3,3,1,6,6,0,1,1,0
12/1/2022,Selangor,935,72,939,10407,43,162,3,661,109,119,33,678,90,45,74,33,257,233,111,77,68,14,8
12/1/2022,Terengganu,76,0,151,1522,0,15,1,57,3,9,2,54,11,3,6,2,15,17,13,9,5,5,1
12/1/2022,W.P. Kuala Lumpur,319,175,217,3511,6,54,1,192,72,24,9,239,45,8,16,9,77,78,50,34,29,15,1
12/1/2022,W.P. Labuan,9,2,3,99,0,1,0,6,2,1,0,7,1,1,0,0,3,2,2,0,0,1,0
12/1/2022,W.P. Putrajaya,34,5,23,440,0,9,1,20,4,5,3,24,2,1,4,3,9,5,8,2,1,1,0
13/1/2022,Johor,456,12,111,6571,56,117,1,310,28,91,33,284,48,28,63,33,114,73,44,53,32,14,2
13/1/2022,Kedah,185,8,229,1509,14,39,1,127,18,32,11,123,18,11,21,11,46,34,25,18,13,4,1
13/1/2022,Kelantan,279,2,390,2570,0,62,1,196,20,46,22,174,37,17,29,22,77,44,27,26,24,8,5
13/1/2022,Melaka,245,7,124,1338,21,70,1,134,40,57,23,150,14,19,38,23,48,55,23,24,12,1,1
13/1/2022,Negeri Sembilan,158,28,166,1535,8,30,0,111,17,23,10,113,12,12,11,10,39,32,18,24,8,1,3
13/1/2022,Pahang,253,6,138,2370,14,64,0,172,17,59,11,159,24,17,42,11,71,47,29,12,14,9,1
13/1/2022,Perak,153,12,164,1545,0,20,2,109,22,8,8,101,35,2,6,8,24,40,19,18,20,12,3
13/1/2022,Perlis,8,1,6,233,0,3,0,5,0,0,0,8,0,0,0,0,3,2,1,2,0,0,0
13/1/2022,Pulau Pinang,164,8,218,1581,5,34,1,108,21,27,13,101,23,11,16,13,33,29,30,9,16,4,3
13/1/2022,Sabah,257,2,135,4970,3,61,0,169,27,41,17,170,29,12,29,17,66,61,21,22,13,13,3
13/1/2022,Sarawak,18,0,19,161,0,1,0,6,11,0,0,14,4,0,0,0,4,5,2,3,2,2,0
13/1/2022,Selangor,1083,100,954,10535,11,216,9,738,120,158,51,757,98,59,99,51,262,261,142,92,70,20,8
13/1/2022,Terengganu,75,4,367,1229,0,13,0,56,6,9,3,52,11,7,2,3,18,18,10,6,7,3,1
13/1/2022,W.P. Kuala Lumpur,309,123,236,3584,18,59,0,205,45,37,7,247,17,10,27,7,83,94,46,24,11,4,2
13/1/2022,W.P. Labuan,18,2,13,104,0,7,0,9,2,5,1,12,0,2,3,1,3,5,3,1,0,0,0
13/1/2022,W.P. Putrajaya,23,6,22,441,0,5,0,16,2,5,1,17,0,2,3,1,2,12,2,1,0,0,0
14/1/2022,Johor,380,8,0,6950,19,112,0,237,31,76,28,246,30,26,50,28,87,64,57,38,22,7,1
14/1/2022,Kedah,178,7,188,1498,1,51,1,108,18,26,23,112,16,11,15,23,50,30,20,12,10,6,0
14/1/2022,Kelantan,270,3,333,2507,2,61,2,189,18,50,27,163,30,22,28,27,72,41,27,23,20,7,3
14/1/2022,Melaka,166,7,154,1350,18,41,1,98,26,36,6,115,9,11,25,6,39,48,18,10,5,4,0
14/1/2022,Negeri Sembilan,157,8,158,1534,20,36,1,102,18,24,8,110,15,9,15,8,59,24,14,13,11,3,1
14/1/2022,Pahang,204,3,216,2356,3,46,1,142,15,37,20,125,22,17,20,20,50,38,15,22,13,7,2
14/1/2022,Perak,137,7,168,1514,0,34,1,85,17,22,4,81,28,10,12,4,28,28,13,12,15,8,5
14/1/2022,Perlis,15,0,16,232,0,2,0,10,3,1,1,12,1,1,0,1,4,3,3,2,1,0,0
14/1/2022,Pulau Pinang,198,13,211,1566,10,40,4,136,18,16,15,142,25,5,11,15,61,33,22,26,19,3,3
14/1/2022,Sabah,244,1,245,4969,0,49,1,177,17,33,14,165,32,10,23,14,62,48,33,22,27,5,0
14/1/2022,Sarawak,13,0,17,157,0,1,0,4,8,0,0,13,0,0,0,0,5,3,3,2,0,0,0
14/1/2022,Selangor,1006,97,925,10612,80,183,10,702,111,121,52,735,79,53,68,52,324,227,106,78,51,23,5
14/1/2022,Terengganu,56,0,151,1132,0,5,0,46,5,3,1,39,13,3,0,1,9,10,12,8,9,4,0
14/1/2022,W.P. Kuala Lumpur,280,112,227,3637,5,73,1,160,46,22,6,217,35,7,15,6,92,60,46,19,24,6,5
14/1/2022,W.P. Labuan,8,0,18,94,0,2,0,6,0,2,0,6,0,0,2,0,1,2,2,1,0,0,0
14/1/2022,W.P. Putrajaya,34,1,25,450,0,12,0,20,2,9,4,20,1,1,8,4,7,7,5,1,1,0,0
15/1/2022,Johor,419,8,244,7123,30,99,2,280,38,71,30,267,51,25,46,30,96,87,50,34,35,12,4
15/1/2022,Kedah,209,3,197,1510,10,48,1,131,29,31,26,135,14,10,21,26,56,32,27,20,11,1,2
15/1/2022,Kelantan,195,1,281,2421,8,42,0,149,4,29,10,126,29,9,20,10,48,35,16,27,17,11,1
15/1/2022,Melaka,154,10,131,1372,13,34,1,93,26,20,9,119,6,5,15,9,51,32,19,17,6,0,0
