date,state,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80
3/2/2022,Perlis,32,1,11,276,0,3,0,25,4,3,1,26,2,1,2,1,7,6,5,8,1,0,1
3/2/2022,Pulau Pinang,387,8,171,2611,34,79,0,218,90,69,36,253,29,28,41,36,103,77,48,25,21,8,0
3/2/2022,Sabah,476,1,360,6722,20,85,3,289,99,52,41,332,50,20,32,41,117,109,62,44,35,13,2
3/2/2022,Sarawak,20,0,11,122,0,2,0,4,14,1,0,18,1,1,0,0,6,8,1,3,1,0,0
3/2/2022,Selangor,1563,44,884,16412,77,300,11,741,511,211,136,1116,85,56,155,136,442,402,185,87,56,18,11
3/2/2022,Terengganu,100,2,60,952,0,19,0,50,31,12,8,74,6,6,6,8,18,26,19,11,5,1,0
3/2/2022,W.P. Kuala Lumpur,358,27,340,5705,9,46,2,158,152,33,21,287,17,8,25,21,114,112,49,12,14,1,2
3/2/2022,W.P. Labuan,5,0,8,20,0,0,0,1,4,0,0,5,0,0,0,0,0,5,0,0,0,0,0
3/2/2022,W.P. Putrajaya,44,1,19,630,2,14,0,15,15,13,4,27,0,4,9,4,8,14,5,0,0,0,0
4/2/2022,Johor,757,20,1823,10669,35,135,4,442,176,99,59,536,62,26,73,59,224,168,95,49,37,16,9
4/2/2022,Kedah,751,14,390,4093,82,161,4,420,166,125,72,495,58,50,75,72,231,124,89,51,33,19,6
4/2/2022,Kelantan,355,1,338,3173,13,74,1,216,64,62,30,224,39,30,32,30,81,70,46,27,27,10,2
4/2/2022,Melaka,252,7,32,2012,33,46,1,117,88,39,19,182,12,13,26,19,101,41,25,15,9,3,0
4/2/2022,Negeri Sembilan,337,10,311,3252,28,67,3,192,75,50,45,217,24,15,35,45,93,64,31,29,18,6,0
4/2/2022,Pahang,331,2,186,2825,33,73,0,195,63,52,35,207,37,20,32,35,94,55,40,18,30,7,0
4/2/2022,Perak,208,9,41,1817,6,31,2,115,60,24,11,136,37,7,17,11,42,46,29,19,22,10,5
4/2/2022,Perlis,52,0,11,317,0,8,0,36,8,5,4,39,4,0,5,4,14,12,4,9,0,3,1
4/2/2022,Pulau Pinang,360,10,233,2736,45,67,1,198,94,45,36,251,28,17,28,36,115,77,43,16,21,4,3
4/2/2022,Sabah,909,0,556,7073,89,177,5,556,171,113,111,610,72,45,68,111,236,198,105,71,51,16,5
4/2/2022,Sarawak,22,0,8,136,0,2,0,2,18,2,2,16,2,2,0,2,7,5,4,0,0,1,1
4/2/2022,Selangor,1987,51,919,17479,74,365,7,925,690,248,117,1488,73,67,181,117,603,497,267,121,52,16,5
4/2/2022,Terengganu,116,2,23,1044,0,13,1,69,33,8,6,85,17,4,4,6,28,24,21,12,8,6,3
4/2/2022,W.P. Kuala Lumpur,709,107,332,6082,50,135,4,250,320,79,23,567,38,25,54,23,226,191,102,48,27,9,2
4/2/2022,W.P. Labuan,12,1,5,27,0,4,0,2,6,3,0,8,1,0,3,0,0,4,3,1,0,1,0
4/2/2022,W.P. Putrajaya,76,0,46,660,5,22,1,34,19,19,11,44,2,4,15,11,11,18,10,5,0,2,0
5/2/2022,Johor,901,22,453,11116,38,184,1,484,232,128,59,642,72,46,82,59,284,209,84,65,43,23,6
5/2/2022,Kedah,847,6,497,4443,59,190,3,416,238,142,83,557,65,45,97,83,214,162,109,72,41,19,5
5/2/2022,Kelantan,673,2,484,3362,12,143,6,384,140,121,76,410,65,41,80,76,158,122,75,55,42,19,4
5/2/2022,Melaka,395,0,536,1871,19,76,2,169,148,63,39,275,18,20,43,39,122,70,53,30,11,5,2
5/2/2022,Negeri Sembilan,416,0,418,3249,31,93,2,204,117,79,47,260,29,22,57,47,103,76,51,30,20,7,2
5/2/2022,Pahang,470,5,267,3028,24,95,2,247,126,71,26,331,42,23,48,26,158,99,39,35,30,9,3
5/2/2022,Perak,231,2,287,1760,4,21,2,122,86,15,7,170,39,7,8,7,59,56,28,27,22,12,5
5/2/2022,Perlis,88,0,30,375,0,17,0,56,15,14,3,56,15,7,7,3,23,19,9,5,7,7,1
5/2/2022,Pulau Pinang,522,6,395,2863,44,88,0,267,167,63,44,385,30,19,44,44,191,110,46,38,20,7,3
5/2/2022,Sabah,1205,0,323,7951,78,254,5,659,287,170,115,814,104,53,117,115,306,274,155,79,65,32,7
5/2/2022,Sarawak,42,1,21,157,0,7,0,13,22,6,3,31,2,2,4,3,9,13,5,4,2,0,0
5/2/2022,Selangor,2490,23,2027,17937,30,447,6,1117,920,350,154,1814,124,112,238,154,735,635,281,163,91,29,4
5/2/2022,Terengganu,123,2,105,1062,0,13,1,81,28,8,6,89,20,3,5,6,31,23,26,9,16,2,2
5/2/2022,W.P. Kuala Lumpur,584,65,648,6016,18,82,2,234,266,47,34,476,17,13,34,34,218,158,69,31,10,7,0
5/2/2022,W.P. Labuan,15,0,3,39,0,6,0,5,4,6,1,8,0,2,4,1,3,2,2,1,0,0,0
5/2/2022,W.P. Putrajaya,115,0,52,723,1,26,0,50,39,23,15,75,2,9,14,15,18,28,26,3,1,0,1
6/2/2022,Johor,1582,16,1184,11510,39,298,7,862,415,239,140,1069,134,89,150,140,420,366,174,109,85,33,16
6/2/2022,Kedah,904,6,469,4878,39,203,3,441,257,168,101,570,61,61,107,101,242,155,104,69,43,14,4
6/2/2022,Kelantan,471,8,389,3444,16,103,1,271,96,79,55,292,45,29,50,55,110,79,55,48,27,14,4
6/2/2022,Melaka,457,7,197,2130,28,102,0,168,187,84,45,304,24,23,61,45,116,110,43,35,19,2,3
6/2/2022,Negeri Sembilan,464,2,422,3290,53,120,1,210,133,101,49,276,38,33,68,49,112,93,44,27,25,10,3
6/2/2022,Pahang,624,7,298,3354,22,185,1,278,160,106,41,426,51,47,59,41,173,134,81,38,28,19,4
6/2/2022,Perak,321,4,184,1896,6,47,2,157,115,29,7,225,59,13,16,7,67,84,35,39,39,11,9
6/2/2022,Perlis,44,0,13,406,1,2,0,34,8,2,1,36,5,1,1,1,19,10,4,3,3,2,0
6/2/2022,Pulau Pinang,542,8,328,3076,85,86,1,297,158,58,58,389,37,21,37,58,204,111,48,26,28,7,2
6/2/2022,Sabah,1285,2,338,8898,18,231,5,761,288,150,106,923,104,52,98,106,341,307,177,98,61,30,13
6/2/2022,Sarawak,58,1,22,193,0,1,0,14,43,1,4,47,6,1,0,4,20,18,3,6,5,1,0
6/2/2022,Selangor,2549,14,1859,18627,100,476,5,1156,912,379,213,1800,150,122,257,213,688,618,304,190,95,43,12
6/2/2022,Terengganu,213,2,73,1201,0,40,1,121,51,29,13,138,33,14,15,13,56,49,22,11,21,8,4
6/2/2022,W.P. Kuala Lumpur,491,66,615,5892,61,89,2,204,196,51,22,387,29,18,33,22,176,121,61,29,22,5,2
6/2/2022,W.P. Labuan,23,0,2,60,6,7,0,7,9,3,1,17,2,1,2,1,6,5,3,3,1,0,1
6/2/2022,W.P. Putrajaya,61,0,67,717,0,21,0,19,21,20,2,39,0,8,12,2,7,16,12,4,0,0,0
7/2/2022,Johor,1369,16,1518,11361,24,240,5,733,391,173,126,978,92,65,108,126,440,293,155,90,54,21,17
7/2/2022,Kedah,1448,2,500,5825,60,315,5,753,375,253,165,915,114,75,178,165,361,237,198,119,65,33,16
7/2/2022,Kelantan,666,6,425,3685,41,116,1,377,172,88,50,450,77,31,57,50,170,140,73,67,46,24,7
7/2/2022,Melaka,496,4,244,2381,15,121,1,186,188,102,29,326,39,46,56,29,135,108,44,39,30,7,2
7/2/2022,Negeri Sembilan,368,1,302,3356,5,87,0,159,122,76,22,225,45,29,47,22,88,69,32,36,32,9,4
7/2/2022,Pahang,581,6,278,3656,37,152,2,305,122,120,61,359,41,39,81,61,158,97,61,43,26,14,1
7/2/2022,Perak,412,2,141,2163,1,47,1,195,169,27,22,302,60,10,17,22,110,81,61,50,36,19,5
7/2/2022,Perlis,98,0,17,487,4,15,1,61,21,11,11,65,11,6,5,11,23,17,11,14,7,4,0
7/2/2022,Pulau Pinang,693,2,365,3403,23,108,2,384,199,88,46,522,37,26,62,46,216,173,66,67,25,6,6
7/2/2022,Sabah,1600,0,368,10130,27,315,14,928,343,221,158,1115,106,82,139,158,460,359,170,126,68,32,6
7/2/2022,Sarawak,84,0,21,256,0,10,1,16,57,6,4,61,13,2,4,4,26,16,13,6,10,1,2
7/2/2022,Selangor,2411,15,1358,19679,17,449,6,1041,915,367,183,1710,149,123,244,183,706,551,292,161,103,34,12
7/2/2022,Terengganu,312,3,75,1438,0,57,0,174,81,44,20,207,41,14,30,20,63,74,44,26,23,14,4
7/2/2022,W.P. Kuala Lumpur,380,20,388,5884,21,67,2,142,169,44,30,285,21,20,24,30,115,97,54,19,17,2,2
7/2/2022,W.P. Labuan,11,0,0,71,1,2,0,7,2,1,0,9,1,1,0,0,5,4,0,0,1,0,0
7/2/2022,W.P. Putrajaya,105,0,36,786,0,33,1,44,27,28,10,62,5,4,24,10,15,32,13,2,2,2,1
8/2/2022,Johor,1680,12,873,12168,51,318,3,842,517,208,125,1170,144,73,135,125,490,362,192,126,89,42,13
8/2/2022,Kedah,1463,5,374,6913,23,292,1,797,373,251,155,929,128,84,167,155,388,247,172,122,78,36,14
8/2/2022,Kelantan,1105,5,348,4440,45,185,7,677,236,157,138,711,98,58,99,138,281,196,139,95,63,28,7
8/2/2022,Melaka,387,1,240,2528,17,67,1,163,156,53,35,273,26,18,35,35,112,88,46,27,17,4,5
8/2/2022,Negeri Sembilan,394,11,352,3398,17,89,2,185,118,72,34,245,43,21,51,34,86,85,43,31,26,14,3
8/2/2022,Pahang,696,3,472,3880,20,158,4,320,214,118,70,437,71,40,78,70,169,114,85,69,45,24,2
8/2/2022,Perak,352,4,150,2363,3,42,7,171,132,21,9,258,64,5,16,9,97,63,52,46,34,19,11
8/2/2022,Perlis,133,0,22,598,1,17,0,90,26,17,6,97,13,9,8,6,36,34,13,14,9,4,0
8/2/2022,Pulau Pinang,1023,2,307,4118,55,194,2,493,334,160,106,671,86,59,101,106,269,178,133,91,48,28,10
8/2/2022,Sabah,2069,2,330,11867,10,378,9,1159,523,264,163,1473,169,92,172,163,565,473,278,157,111,45,13
8/2/2022,Sarawak,129,0,19,366,0,12,0,20,97,10,4,105,9,4,6,4,42,34,14,15,5,2,2
8/2/2022,Selangor,3031,41,1406,21301,73,532,11,1317,1171,408,217,2178,159,133,275,217,966,644,362,206,115,29,15
8/2/2022,Terengganu,290,1,67,1660,0,55,0,158,77,41,22,182,45,19,22,22,71,68,23,20,26,17,2
8/2/2022,W.P. Kuala Lumpur,1022,64,415,6490,29,208,3,340,471,149,76,742,54,45,104,76,325,231,116,70,34,14,6
8/2/2022,W.P. Labuan,29,0,3,97,1,4,0,13,12,4,5,19,1,2,2,5,3,10,5,1,1,0,0
8/2/2022,W.P. Putrajaya,141,2,43,884,2,40,0,55,46,35,9,88,7,10,25,9,30,37,18,3,5,2,0
9/2/2022,Johor,2321,6,808,13680,148,478,8,1214,621,353,205,1562,189,123,230,205,601,500,282,179,117,56,16
9/2/2022,Kedah,1569,9,479,8002,21,320,3,837,409,246,157,1011,145,81,165,157,421,276,181,133,93,39,13
9/2/2022,Kelantan,1222,4,335,5327,87,217,5,775,225,160,190,762,110,66,94,190,330,195,136,101,75,25,10
9/2/2022,Melaka,347,3,179,2696,19,65,0,136,146,49,38,232,28,18,31,38,101,67,42,22,16,8,4
9/2/2022,Negeri Sembilan,618,13,296,3719,51,119,4,300,195,96,77,394,51,30,66,77,170,118,56,50,29,17,5
9/2/2022,Pahang,739,10,291,4327,2,166,2,332,239,135,63,467,71,45,90,63,183,160,69,55,50,19,2
9/2/2022,Perak,395,4,204,2552,6,51,0,195,149,36,12,273,74,17,19,12,98,85,42,48,37,31,6
9/2/2022,Perlis,152,0,25,725,0,33,0,90,29,26,7,105,14,8,18,7,38,34,24,9,12,1,1
9/2/2022,Pulau Pinang,1010,2,369,4759,40,173,5,473,359,141,79,735,55,58,83,79,312,202,137,84,32,15,8
9/2/2022,Sabah,3333,0,390,14808,185,606,15,1959,753,365,330,2408,228,116,249,330,1002,680,445,281,154,56,18
9/2/2022,Sarawak,184,0,19,531,0,12,2,62,108,11,21,129,22,3,8,21,57,45,11,16,12,7,3
9/2/2022,Selangor,3582,15,1669,23213,74,670,13,1523,1376,543,309,2479,225,201,342,309,1003,796,430,250,150,52,23
9/2/2022,Terengganu,327,0,76,1911,0,58,0,177,92,39,18,226,43,16,23,18,68,85,44,29,23,15,5
9/2/2022,W.P. Kuala Lumpur,1068,62,486,7072,92,171,3,377,517,108,50,837,72,31,77,50,407,254,125,51,49,18,5
9/2/2022,W.P. Labuan,63,2,6,154,1,18,1,21,23,14,3,45,0,5,9,3,20,14,7,4,0,0,0
9/2/2022,W.P. Putrajaya,204,0,49,1039,0,58,0,76,70,51,22,129,2,11,40,22,24,60,37,8,0,1,1
10/2/2022,Johor,2837,8,862,15654,36,521,9,1394,913,417,229,2027,163,143,274,229,868,616,333,210,103,48,12
10/2/2022,Kedah,1956,15,494,9463,17,367,9,1090,490,293,214,1270,176,101,192,214,509,346,229,186,120,43,13
10/2/2022,Kelantan,1439,6,485,6280,61,248,4,897,290,185,166,936,152,65,120,166,416,229,164,127,95,38,19
10/2/2022,Melaka,728,8,195,3228,24,133,0,285,310,100,70,509,49,33,67,70,202,178,81,48,31,15,3
10/2/2022,Negeri Sembilan,997,0,322,4393,16,183,3,444,367,147,66,705,77,47,100,66,296,234,100,75,45,27,5
10/2/2022,Pahang,795,3,245,4877,9,171,4,392,228,140,86,505,64,53,87,86,202,139,97,67,36,25,3
10/2/2022,Perak,373,5,188,2735,13,61,2,176,134,34,20,264,54,14,20,20,90,79,39,56,35,12,7
10/2/2022,Perlis,106,0,26,805,0,24,1,68,13,20,5,72,9,4,16,5,24,30,12,6,7,1,1
10/2/2022,Pulau Pinang,1267,5,448,5577,20,214,7,628,418,172,101,902,92,36,136,101,396,266,146,94,55,31,6
10/2/2022,Sabah,2969,2,351,17426,72,596,11,1642,720,360,229,2161,216,123,237,229,796,656,412,297,151,50,15
10/2/2022,Sarawak,226,1,23,734,0,30,1,60,135,21,5,181,19,11,10,5,76,57,34,14,17,2,0
10/2/2022,Selangor,3779,27,1393,25597,35,759,13,1569,1438,567,269,2680,233,201,366,269,1115,836,448,281,159,51,23
10/2/2022,Terengganu,324,0,68,2167,1,55,1,172,96,40,18,232,34,19,21,18,72,83,43,34,16,12,6
10/2/2022,W.P. Kuala Lumpur,1005,52,550,7527,109,197,3,289,516,125,42,755,70,38,87,42,286,289,108,72,46,16,8
10/2/2022,W.P. Labuan,106,0,5,255,0,24,0,40,42,21,6,74,5,7,14,6,35,18,12,9,5,0,0
10/2/2022,W.P. Putrajaya,183,2,57,1165,0,50,0,75,58,45,15,119,4,12,33,15,29,51,32,7,4,0,0
11/2/2022,Johor,2860,9,1164,17346,104,528,8,1463,861,426,243,1987,201,125,301,243,881,543,334,229,136,46,19
11/2/2022,Kedah,1623,14,579,10502,4,319,5,876,423,255,144,1084,139,94,161,144,477,269,197,141,95,32,12
11/2/2022,Kelantan,1589,6,97,7772,96,292,5,944,348,223,188,1021,155,70,153,188,443,249,162,167,96,49,10
11/2/2022,Melaka,988,1,400,3816,12,214,1,384,389,176,102,656,54,68,108,102,274,200,117,65,36,13,5
11/2/2022,Negeri Sembilan,1235,16,205,5421,51,212,3,536,484,153,87,906,89,47,106,87,338,292,183,93,54,26,9
11/2/2022,Pahang,1008,1,188,5694,57,220,7,497,284,174,121,627,82,61,113,121,242,196,125,64,50,28,4
11/2/2022,Perak,443,5,153,3022,10,57,4,210,172,39,25,300,79,17,22,25,110,96,52,42,42,28,9
11/2/2022,Perlis,127,0,36,895,0,17,1,78,31,13,5,101,8,6,7,5,36,37,18,10,5,2,1
11/2/2022,Pulau Pinang,1490,2,519,6548,120,245,6,804,435,199,120,1082,88,57,142,120,531,261,200,90,56,24,8
11/2/2022,Sabah,3361,0,513,20270,100,637,21,1885,818,422,287,2454,196,141,281,287,941,741,436,336,126,54,16
11/2/2022,Sarawak,214,0,29,919,0,21,1,46,146,15,9,174,15,5,10,9,76,57,31,10,10,2,3
11/2/2022,Selangor,4291,34,1343,28544,93,793,28,1725,1745,625,350,3066,246,217,408,350,1311,941,509,305,172,54,20
11/2/2022,Terengganu,293,0,31,2428,0,58,1,159,75,47,22,194,30,16,31,22,73,63,29,29,19,10,1
11/2/2022,W.P. Kuala Lumpur,1095,33,510,8112,93,181,6,379,529,118,103,806,67,39,79,103,365,271,115,55,48,16,3
11/2/2022,W.P. Labuan,132,0,0,387,0,16,2,61,53,14,10,105,3,4,10,10,49,35,12,9,2,1,0
11/2/2022,W.P. Putrajaya,190,0,40,1315,0,48,1,79,62,43,20,123,3,11,32,20,45,40,28,10,2,1,0
12/2/2022,Johor,3238,11,862,19718,236,566,10,1664,998,433,289,2282,232,158,275,289,997,662,379,244,149,64,19
12/2/2022,Kedah,1629,2,504,11626,11,317,7,877,428,258,142,1099,129,101,157,142,451,323,182,143,77,37,15
12/2/2022,Kelantan,1274,6,515,8529,51,221,6,783,264,178,157,834,105,59,119,157,369,215,130,120,77,24,4
12/2/2022,Melaka,656,6,123,4348,24,135,3,281,237,106,53,463,33,39,67,53,205,132,79,47,23,7,3
12/2/2022,Negeri Sembilan,731,7,263,5889,83,137,7,357,230,103,58,502,68,34,69,58,195,146,100,61,45,15,8
12/2/2022,Pahang,1063,5,322,6435,14,215,1,494,353,160,107,708,87,64,96,107,284,222,123,79,48,33,6
12/2/2022,Perak,503,7,216,3305,6,63,1,230,209,35,14,355,99,16,19,14,120,118,65,52,61,25,13
12/2/2022,Perlis,139,0,9,1025,0,17,0,89,33,13,5,108,13,3,10,5,46,28,19,15,10,3,0
12/2/2022,Pulau Pinang,1574,4,415,7707,71,278,4,775,517,218,141,1120,95,77,141,141,499,334,190,97,64,23,8
12/2/2022,Sabah,4107,0,476,23900,90,783,17,2258,1049,474,295,3065,267,175,299,295,1108,1028,557,372,192,56,19
12/2/2022,Sarawak,186,1,26,1079,0,21,0,48,117,19,6,140,21,6,13,6,65,44,21,10,12,7,2
12/2/2022,Selangor,6136,17,1201,33479,23,1068,18,2417,2633,831,426,4495,378,274,557,426,1838,1453,755,449,273,80,25
12/2/2022,Terengganu,270,1,103,2593,17,43,2,135,90,34,19,186,31,13,21,19,73,53,31,29,20,9,2
12/2/2022,W.P. Kuala Lumpur,1043,27,363,8792,32,166,5,325,547,124,67,773,79,44,80,67,318,297,92,66,48,17,14
12/2/2022,W.P. Labuan,129,0,14,502,0,16,0,45,68,11,6,111,1,5,6,6,47,30,24,10,1,0,0
12/2/2022,W.P. Putrajaya,124,0,30,1409,0,33,0,54,37,30,12,80,2,8,22,12,37,23,18,2,2,0,0
13/2/2022,Johor,2419,6,908,21225,9,441,6,1198,774,335,215,1683,185,122,213,215,686,502,295,200,112,56,17
13/2/2022,Kedah,1841,6,647,12820,10,370,7,940,524,289,179,1232,141,90,199,179,522,348,201,161,92,29,20
13/2/2022,Kelantan,1208,3,344,9392,53,198,1,753,256,160,130,818,100,62,98,130,385,208,115,110,67,27,6
13/2/2022,Melaka,429,3,129,4648,18,101,3,164,161,77,38,285,29,27,50,38,134,91,40,20,22,3,4
13/2/2022,Negeri Sembilan,983,1,225,6647,30,178,5,460,340,140,92,680,71,45,95,92,280,210,110,80,57,11,3
13/2/2022,Pahang,1099,1,86,7447,67,216,7,539,337,175,127,723,74,61,114,127,300,221,109,93,48,25,1
13/2/2022,Perak,444,0,184,3565,2,59,2,180,203,36,14,327,67,17,19,14,121,116,51,39,50,10,7
13/2/2022,Perlis,129,0,55,1099,0,24,2,79,24,18,15,85,11,6,12,15,37,23,15,10,7,4,0
13/2/2022,Pulau Pinang,1566,4,606,8667,75,239,6,793,528,179,113,1162,112,59,120,113,543,308,200,111,68,36,8
13/2/2022,Sabah,3891,0,620,27166,41,814,21,2078,978,493,261,2885,244,171,322,261,1040,925,567,353,159,70,15
13/2/2022,Sarawak,201,0,30,1250,0,19,2,35,145,12,6,157,26,4,8,6,51,50,35,21,9,14,3
13/2/2022,Selangor,5350,29,1263,37566,2,915,23,2028,2384,705,323,3909,369,249,456,323,1589,1180,703,437,262,80,27
13/2/2022,Terengganu,297,2,103,2787,40,45,1,170,81,39,30,198,30,18,21,30,80,56,37,25,19,10,1
13/2/2022,W.P. Kuala Lumpur,1001,10,442,9351,60,159,4,273,565,110,48,783,58,38,72,48,326,264,138,55,40,14,4
13/2/2022,W.P. Labuan,109,0,23,588,0,17,1,39,52,16,8,78,7,6,10,8,26,24,20,8,4,2,1
13/2/2022,W.P. Putrajaya,105,0,59,1455,0,20,0,45,40,18,9,76,2,5,13,9,30,24,16,6,2,0,0
14/2/2022,Johor,2800,1,1242,22778,42,533,5,1366,896,429,201,1913,255,159,270,201,828,563,318,204,165,65,25
14/2/2022,Kedah,2733,11,895,14655,8,599,9,1476,649,477,259,1779,206,153,324,259,715,486,354,224,138,48,20
14/2/2022,Kelantan,1330,2,826,9894,82,199,6,850,275,149,166,914,101,63,86,166,355,262,167,130,62,30,9
14/2/2022,Melaka,666,3,529,4785,128,121,3,291,251,81,42,506,37,17,64,42,242,161,60,43,24,8,5
14/2/2022,Negeri Sembilan,707,2,278,7074,22,118,3,333,253,94,65,485,63,33,61,65,196,139,95,55,42,19,2
14/2/2022,Pahang,938,2,473,7912,26,197,5,462,274,163,116,586,72,62,101,116,229,180,104,73,45,21,6
14/2/2022,Perak,461,1,213,3812,55,46,2,227,186,29,43,319,69,15,14,43,131,96,46,46,37,24,8
14/2/2022,Perlis,129,0,39,1189,9,25,0,74,30,16,8,100,5,9,7,8,34,38,15,13,4,1,0
14/2/2022,Pulau Pinang,1656,3,942,9381,54,244,2,835,575,187,116,1253,98,66,121,116,614,311,179,149,62,21,15
14/2/2022,Sabah,4035,0,893,30303,21,680,20,2252,1083,432,242,3068,288,163,269,242,1135,973,611,349,194,73,21
14/2/2022,Sarawak,206,2,36,1420,0,24,2,46,134,18,11,154,22,6,12,11,44,47,37,26,12,5,5
14/2/2022,Selangor,3955,30,1495,40022,19,758,25,1564,1608,488,236,2999,226,156,332,236,1204,956,534,305,170,39,17
14/2/2022,Terengganu,376,2,223,2938,0,58,1,201,116,50,15,268,43,31,19,15,106,86,49,27,25,13,5
14/2/2022,W.P. Kuala Lumpur,1010,20,379,9982,138,118,2,333,557,83,55,810,60,29,54,55,386,255,109,60,40,14,6
14/2/2022,W.P. Labuan,189,1,32,745,0,42,1,57,89,36,12,132,9,18,18,12,43,55,24,10,8,1,0
14/2/2022,W.P. Putrajaya,124,1,22,1557,6,31,1,32,60,27,7,87,3,10,17,7,24,39,21,3,2,0,1
15/2/2022,Johor,2780,5,686,24866,17,517,8,1336,919,419,206,1877,276,169,250,206,746,567,364,200,177,66,33
15/2/2022,Kedah,2649,7,942,16360,4,467,11,1373,798,384,199,1861,201,126,258,199,705,524,368,264,129,49,23
15/2/2022,Kelantan,1598,0,138,11354,99,289,9,966,334,212,183,1070,132,58,154,183,427,283,210,150,86,43,3
15/2/2022,Melaka,546,0,607,4724,59,95,2,211,238,86,27,402,31,38,48,27,187,115,60,40,20,8,3
15/2/2022,Negeri Sembilan,684,3,207,7550,5,130,3,298,253,112,54,445,73,32,80,54,179,126,85,55,45,18,10
15/2/2022,Pahang,836,2,171,8577,9,162,0,391,283,130,83,543,79,48,82,83,185,186,91,81,58,16,5
15/2/2022,Perak,558,8,312,4057,44,60,7,256,235,39,29,405,85,15,24,29,182,118,64,41,54,23,8
15/2/2022,Perlis,194,0,38,1345,10,32,1,122,39,25,8,144,17,14,11,8,53,46,27,18,8,8,1
15/2/2022,Pulau Pinang,1681,5,834,10223,42,335,4,767,575,261,145,1128,147,86,175,145,483,301,207,137,92,41,14
15/2/2022,Sabah,4374,0,1461,33208,41,813,24,2372,1165,511,279,3276,301,190,321,279,1107,1088,683,398,196,79,26
15/2/2022,Sarawak,284,0,51,1653,0,21,1,51,211,20,8,228,28,12,8,8,86,78,44,20,14,12,2
15/2/2022,Selangor,3862,17,1604,42273,70,716,13,1530,1603,546,279,2729,230,171,375,279,1148,825,460,296,162,54,14
15/2/2022,Terengganu,453,3,118,3272,0,87,4,235,127,70,25,321,34,27,43,25,115,110,61,35,22,8,4
15/2/2022,W.P. Kuala Lumpur,1215,27,353,10844,39,181,9,355,670,133,70,931,79,36,97,70,382,315,157,77,50,23,6
15/2/2022,W.P. Labuan,311,2,19,1037,0,63,4,86,158,52,11,232,16,21,31,11,91,82,31,28,12,3,1
15/2/2022,W.P. Putrajaya,108,1,43,1622,9,25,0,40,43,20,5,81,2,5,15,5,19,38,18,6,1,1,0
16/2/2022,Johor,2606,18,776,26692,148,466,5,1289,846,373,170,1842,220,143,230,170,803,516,314,209,145,56,19
16/2/2022,Kedah,2961,6,774,18545,3,620,10,1570,761,486,265,1958,239,164,322,265,731,587,390,250,150,67,22
16/2/2022,Kelantan,1914,7,348,12919,114,333,10,1137,434,255,237,1272,150,74,181,237,495,334,240,203,98,37,15
16/2/2022,Melaka,596,3,174,5146,85,114,3,261,218,83,36,417,58,31,52,36,178,128,58,53,32,16,10
16/2/2022,Negeri Sembilan,1460,3,321,8688,188,279,20,654,507,183,106,1085,84,52,131,106,396,382,185,122,58,22,4
16/2/2022,Pahang,948,4,197,9328,92,190,2,482,274,141,135,601,71,53,88,135,252,178,110,61,47,19,5
16/2/2022,Perak,423,2,359,4117,1,61,0,162,200,35,24,295,69,14,21,24,96,92,66,41,40,19,10
16/2/2022,Perlis,114,0,58,1401,2,19,0,61,34,16,5,73,20,5,11,5,16,23,21,13,9,7,4
16/2/2022,Pulau Pinang,2142,3,835,11530,45,397,2,1054,689,317,162,1517,146,83,234,162,691,374,283,169,97,36,13
16/2/2022,Sabah,5082,0,1211,37070,100,919,43,2767,1353,590,399,3796,290,201,389,399,1449,1190,748,409,187,85,18
16/2/2022,Sarawak,307,3,24,1936,0,32,3,46,226,24,8,238,37,9,15,8,73,82,48,35,21,12,4
16/2/2022,Selangor,6647,31,1890,47030,148,1230,34,2547,2836,988,466,4726,423,333,655,466,1892,1487,838,509,271,120,32
16/2/2022,Terengganu,465,2,87,3650,0,60,3,250,152,51,23,350,41,18,33,23,117,113,76,44,31,8,2
16/2/2022,W.P. Kuala Lumpur,1726,36,729,11841,87,242,10,514,960,166,99,1342,119,59,107,99,594,427,184,137,75,33,11
16/2/2022,W.P. Labuan,297,0,48,1286,0,77,3,89,128,52,30,198,16,16,36,30,69,71,41,17,11,5,0
16/2/2022,W.P. Putrajaya,143,0,81,1684,6,54,2,50,37,52,12,78,1,11,41,12,22,32,20,4,1,0,0
17/2/2022,Johor,2856,3,1548,28000,19,453,4,1299,1100,360,176,2079,241,111,249,176,847,601,363,268,161,57,23
17/2/2022,Kedah,3243,2,1228,20559,5,672,17,1630,924,552,267,2150,271,180,372,267,842,634,390,284,188,62,21
17/2/2022,Kelantan,1783,1,153,14547,51,312,6,1021,444,239,197,1186,160,78,161,197,434,306,250,196,112,40,8
17/2/2022,Melaka,720,1,666,5199,53,161,3,312,244,141,58,477,44,45,96,58,204,147,80,46,27,11,6
17/2/2022,Negeri Sembilan,739,7,471,8956,42,132,3,372,232,110,83,499,47,38,72,83,227,123,77,72,30,15,2
17/2/2022,Pahang,1096,6,716,9706,74,195,7,565,329,153,149,726,66,54,99,149,277,233,126,90,36,23,7
17/2/2022,Perak,486,1,281,4321,33,48,4,205,229,31,40,359,56,11,20,40,119,113,74,53,31,17,8
